Id,SalePrice
1461,105205.53749013212
1462,156204.1647394414
1463,180249.69366858495
1464,195471.90218253736
1465,206551.0218141331
1466,167902.45130897217
1467,181600.42457020248
1468,157226.09341911535
1469,205926.95471829694
1470,111243.28221745382
1471,160072.854500137
1472,96454.933178706
1473,91240.01474572654
1474,141607.8292608703
1475,101363.06957207921
1476,370820.02084134123
1477,260768.21218188287
1478,312921.8689437477
1479,311777.12828853755
1480,463243.8462727254
1481,316792.06718813884
1482,213352.0047282522
1483,169989.70966710374
1484,157850.87172967248
1485,178280.33496588076
1486,190188.3669188274
1487,336405.92571071023
1488,234072.8794034615
1489,199582.60411993228
1490,247846.5163916992
1491,198162.54896928545
1492,88789.99466484728
1493,209096.5900717138
1494,316818.6813199802
1495,292199.1111529165
1496,242271.7147230097
1497,172372.54245088293
1498,166472.13763267777
1499,152187.11189074468
1500,149604.21077242907
1501,192716.99951363239
1502,136586.6106296456
1503,297231.5878284128
1504,232754.76634694153
1505,220671.64429160522
1506,192616.4607194089
1507,248832.38873270687
1508,192544.38799591616
1509,151598.3470226337
1510,143595.3491533499
1511,146879.03005754834
1512,182313.1128203079
1513,147748.87748947283
1514,162938.9240030998
1515,211530.40867919056
1516,159317.5844670349
1517,182731.34707451856
1518,116679.01992509759
1519,217212.68339876528
1520,127302.65326009887
1521,132197.79290021522
1522,187613.22173166266
1523,104864.52764207688
1524,118712.2775048083
1525,113049.15703961071
1526,101152.96733055738
1527,100737.66471336294
1528,133268.12061737664
1529,151071.52464063826
1530,204138.5326861587
1531,123245.61342098747
1532,94001.81170290202
1533,148143.6746053349
1534,121254.10246105757
1535,150811.03956471386
1536,94678.92409147356
1537,42747.647908264364
1538,153526.68516551718
1539,205993.86440567113
1540,119356.3389965824
1541,135143.799281393
1542,150460.73063289048
1543,185477.7469322196
1544,76566.47298379471
1545,119872.42377687819
1546,136204.55483841978
1547,126390.04487557795
1548,146316.39015738433
1549,123154.126649807
1550,142521.18127397128
1551,110720.05155146787
1552,145981.41455915064
1553,145759.7248707679
1554,122189.12934632851
1555,157308.4937897119
1556,84185.82509284484
1557,112261.7065263275
1558,98444.57374847618
1559,80002.6466451801
1560,128742.40817996167
1561,123603.36454786093
1562,129944.10403614744
1563,124788.88500586149
1564,155787.38957358414
1565,144597.06800867443
1566,225909.2341137369
1567,69497.1273539723
1568,220432.97946401528
1569,123171.31658489813
1570,129175.06701394702
1571,92581.51890561452
1572,142955.22621220944
1573,262952.43599385064
1574,132499.698275604
1575,232896.44724060467
1576,247385.01562817933
1577,180741.67727537281
1578,154784.82648950577
1579,142921.37495695206
1580,189993.67916200322
1581,150685.39556166597
1582,129828.52637863148
1583,280429.4255425208
1584,215771.8068156042
1585,137842.02124864067
1586,60043.55324906783
1587,104620.39139129079
1588,155902.32279928343
1589,103790.35733626313
1590,123910.06638285796
1591,82400.1905646095
1592,129314.89957236977
1593,124491.9340671995
1594,144977.07471737667
1595,107589.14636669842
1596,229605.92094950203
1597,205042.96177028303
1598,209798.88515284835
1599,176685.64464695312
1600,156026.12723652803
1601,44105.23596992626
1602,119870.97201198211
1603,73784.35545315941
1604,278692.87527259794
1605,224865.48450958994
1606,151420.34760957997
1607,169894.4643364445
1608,200652.02302382118
1609,185246.69391369002
1610,147237.47681087832
1611,126009.97906054198
1612,178807.52365031338
1613,158124.79613141986
1614,129717.83667396528
1615,87715.67940761647
1616,64473.274247492736
1617,80747.71280338657
1618,120957.91648640195
1619,134637.87264879898
1620,169344.4696585775
1621,125866.93486538675
1622,137150.44131023937
1623,250083.5687853832
1624,199288.4610570107
1625,113676.95079241684
1626,172889.3518001327
1627,186939.78221049265
1628,280203.13427820895
1629,178104.05565958848
1630,361389.92849160684
1631,249595.83958640328
1632,248070.98072298034
1633,172104.1614561002
1634,182073.95846618913
1635,169552.42678876768
1636,147444.1459483825
1637,198296.05398870722
1638,175940.77628458187
1639,184542.80423019046
1640,239919.15821198866
1641,184757.32870246176
1642,254429.27045815374
1643,211066.50216011776
1644,224373.91130891512
1645,211805.69287033964
1646,158517.24731900194
1647,155286.92446746104
1648,124839.83273653575
1649,129588.05753273846
1650,112303.66548484769
1651,111994.96664911801
1652,97589.99605517396
1653,96567.18973194688
1654,139981.50640782513
1655,122182.92960628778
1656,138025.13409626036
1657,149546.56130902833
1658,144343.6282593635
1659,120119.68349691566
1660,149859.26755113286
1661,419810.5697585062
1662,383511.6878456271
1663,378816.2717725172
1664,506794.0988606276
1665,326358.1165212606
1666,324440.4870390252
1667,366894.8080506834
1668,353569.1961930832
1669,322765.3015048702
1670,354446.09217893775
1671,270429.311048551
1672,404378.16875175474
1673,292322.4753278252
1674,248413.80005250522
1675,207316.90970214753
1676,209292.97758195628
1677,219477.8483621315
1678,461456.40097967116
1679,388079.5107935663
1680,340383.90781560173
1681,279618.2235295409
1682,322545.64031007997
1683,195610.5024068812
1684,164736.07804797153
1685,170624.5055648019
1686,160438.41547413525
1687,161519.23881581452
1688,185829.00614519502
1689,186106.6908677522
1690,189557.07856975886
1691,178686.06606924618
1692,254831.11198778512
1693,165872.26657158494
1694,180699.40120522372
1695,164347.19515196138
1696,259535.10761570698
1697,173822.38964743618
1698,338717.52682037273
1699,327675.7338961244
1700,272606.0353123202
1701,283582.27968082495
1702,231312.9317275618
1703,227102.90462725834
1704,268671.18720988365
1705,247211.09238604392
1706,206437.42099155052
1707,229710.79993272194
1708,197527.15176090092
1709,246599.89271285784
1710,219863.47282491584
1711,267309.59418646555
1712,255046.52766726806
1713,275114.6520396847
1714,216125.86833419328
1715,205408.98663018245
1716,175420.85764390542
1717,168456.34105454996
1718,139674.53089080076
1719,222123.38007806605
1720,237112.8841401051
1721,143910.25408586318
1722,107828.89063746257
1723,144476.0719412901
1724,216108.52628539532
1725,239016.0489849109
1726,182819.76631855645
1727,156986.02876244867
1728,155729.505197087
1729,173785.26193598943
1730,171632.88497317667
1731,111310.37806616638
1732,123928.34853116628
1733,113192.3451038997
1734,115981.56326056214
1735,100219.83834134621
1736,95572.34008849431
1737,289641.3353034584
1738,267712.89774180384
1739,252305.8921793893
1740,217850.8784333198
1741,188904.65188467767
1742,177535.78834219507
1743,171955.73505138632
1744,334793.0772961399
1745,216999.35146907455
1746,199163.70474232864
1747,212298.4776491408
1748,217989.29935671194
1749,135683.62717692016
1750,133103.08891071996
1751,231037.25159441074
1752,111925.36350094396
1753,153363.55909408306
1754,197213.9458213492
1755,168187.28531308906
1756,134279.83370528003
1757,114186.15804679856
1758,145241.3915450631
1759,162746.9489758982
1760,156718.2615410217
1761,154747.84806537523
1762,183972.08346526625
1763,186981.72119324983
1764,102335.29341439698
1765,184600.78731709323
1766,193853.47949754453
1767,225099.5360138596
1768,139445.19518666487
1769,163422.07541005596
1770,148786.77300926077
1771,119754.82540181131
1772,128381.1315120555
1773,104036.4363836105
1774,153015.7880754573
1775,144276.79920972808
1776,123542.83802768787
1777,105599.7212103792
1778,143394.43539769918
1779,131123.41477232918
1780,163931.00475981546
1781,122340.72179403511
1782,66766.3097566116
1783,136327.30919839744
1784,96169.55639349954
1785,132604.1444037603
1786,126082.30718041986
1787,157063.30788059707
1788,38308.039618157636
1789,95822.66322209644
1790,55809.71030496845
1791,196256.84030380167
1792,166981.42917255577
1793,123720.38925801343
1794,162812.3036270641
1795,132343.14331969043
1796,129271.04760888807
1797,120276.28867114324
1798,121937.46814395052
1799,96800.46378896762
1800,123335.33212552368
1801,119967.69715205867
1802,122607.31553871266
1803,160865.3671504287
1804,124451.23137114772
1805,131975.54305114807
1806,127000.93916770926
1807,140209.07841584625
1808,114572.61552686612
1809,125446.75005071521
1810,136920.32227185732
1811,97917.68797382672
1812,102601.99003656112
1813,126454.40569240169
1814,91887.46103590287
1815,51947.844320360804
1816,95614.18004384307
1817,105941.53966152325
1818,169952.0053230864
1819,136131.2235065152
1820,47423.52550115736
1821,101943.89118759695
1822,143996.73169230073
1823,40447.02176227476
1824,134112.50770528222
1825,141408.03844036654
1826,99231.4058318791
1827,102619.00292604046
1828,140859.47052757826
1829,134494.55508433917
1830,146217.86630949302
1831,156949.80394587095
1832,32497.35593465637
1833,143878.38984414015
1834,110299.88289160134
1835,113861.58304250655
1836,128630.3633892124
1837,70767.36075253726
1838,108030.73843481056
1839,106434.66479450384
1840,147634.76563082245
1841,130752.65818881424
1842,74273.19881561173
1843,134918.97800550965
1844,148026.95013795645
1845,139714.24738265522
1846,150864.26115092356
1847,167012.48098862192
1848,36794.65889767761
1849,119773.97352252065
1850,111987.60533675943
1851,142266.39654573164
1852,109894.14025853868
1853,113153.86667153468
1854,154527.74273831077
1855,147240.85483479922
1856,214335.46245325316
1857,142212.80478575279
1858,149363.7753338752
1859,117421.75971322595
1860,131378.7683347036
1861,116316.25608910307
1862,299700.5374665289
1863,288802.8840610868
1864,288816.649020861
1865,358296.83446048026
1866,338205.951846446
1867,211051.36344017487
1868,284946.08893293614
1869,204666.82797086835
1870,219589.48448872642
1871,259991.75417249766
1872,170248.76460009685
1873,230474.07448182575
1874,137204.11534127255
1875,193054.93083834916
1876,200985.96469187588
1877,206936.57520864764
1878,193750.16066884308
1879,136335.85199636192
1880,133414.6509032672
1881,236198.415020369
1882,235286.37514346774
1883,182170.9411077329
1884,195948.64596946773
1885,229558.69635667166
1886,288271.9758776696
1887,218121.57811133703
1888,257190.79221671837
1889,163331.16689281768
1890,105106.79841148316
1891,111026.30459030546
1892,88052.50449486099
1893,123456.96932242313
1894,113375.85285519312
1895,135999.0621969487
1896,120406.11788630905
1897,109231.1381585974
1898,98879.51372305733
1899,161639.79623769262
1900,159167.58463988398
1901,181350.94532432224
1902,170460.39592534737
1903,220964.46451408108
1904,154617.8757812457
1905,203525.1494944908
1906,167451.3046793607
1907,219459.56484107024
1908,104203.80642033262
1909,124616.71217059929
1910,110539.27548974298
1911,230866.8157806258
1912,314032.9698758106
1913,149595.4597690541
1914,63222.93212329935
1915,341041.02832926146
1916,61043.627045985675
1917,226618.52485255845
1918,130475.2014494387
1919,152947.43372859704
1920,159419.76259668803
1921,376949.5687554664
1922,337217.16797453194
1923,232778.86929639976
1924,214355.58615517858
1925,201183.01925710205
1926,375868.0940514733
1927,121493.72457035094
1928,162547.49741658726
1929,110429.34933550777
1930,119084.55417333123
1931,123175.08246737171
1932,120939.01870642835
1933,185689.981645043
1934,185517.843405683
1935,167852.66161793572
1936,208126.7166162679
1937,174835.4987155082
1938,163007.7695678637
1939,269701.7272606671
1940,203711.59982002282
1941,162899.0522246519
1942,163620.68264282637
1943,233127.92733479524
1944,379710.98325089854
1945,409516.3162892817
1946,132159.8619884301
1947,139052.6723453438
1948,162540.15917336207
1949,239149.85362483177
1950,188802.37492443706
1951,244025.59961387486
1952,203400.20009772576
1953,170510.8492032317
1954,185025.6080573723
1955,129223.86320068521
1956,281875.16332606465
1957,160114.5513270849
1958,251947.947177423
1959,131780.25838220675
1960,96441.003017441
1961,113105.1213192631
1962,94640.65725846669
1963,106016.14430930352
1964,103286.89438024625
1965,130998.31566038237
1966,138006.79649367183
1967,312201.86887296155
