id,yield
15289,4388.950743291431
15290,6079.689640680168
15291,7243.580817584343
15292,5000.709223772659
15293,3705.855748697386
15294,5018.6608643012505
15295,7237.785398669097
15296,6320.1738336223825
15297,8375.409913718118
15298,4365.569918442201
15299,5845.718793504322
15300,5943.856075761494
15301,5678.684009335111
15302,5740.950707805543
15303,5072.592977968871
15304,4790.417394576051
15305,4820.067546115271
15306,6216.641723446253
15307,4944.247798123446
15308,5911.767641839431
15309,6070.7653554561075
15310,7586.05517427451
15311,4922.6286418677755
15312,5218.9645876530885
15313,6500.350752187169
15314,5088.681982754642
15315,4558.925441875765
15316,8030.333468522658
15317,5766.216417195247
15318,7812.836757694116
15319,8128.65154790365
15320,7024.64087431714
15321,6547.425313109174
15322,2751.945744522145
15323,5827.323465165134
15324,2636.554781092842
15325,7245.879068669066
15326,6131.6376989041255
15327,4264.157042215549
15328,7751.7123580692205
15329,7757.451423909617
15330,4989.288698063361
15331,5735.705044403461
15332,6956.838034536038
15333,6330.006560170272
15334,5653.517380795759
15335,8101.542584445426
15336,4231.3023863939925
15337,7527.93130746803
15338,6099.356351950582
15339,5610.206874602298
15340,6645.457916546176
15341,5757.703551130464
15342,5392.015835214963
15343,6589.528741344664
15344,6006.34903744453
15345,4576.522848185781
15346,6069.37153892176
15347,6371.33537500405
15348,4781.46363837305
15349,6521.79315196614
15350,4699.922054883325
15351,6068.725778448072
15352,5748.019126554898
15353,6892.028463316641
15354,4403.9221746188905
15355,4481.957569412234
15356,6069.365328687072
15357,6312.826647351427
15358,6968.674351956717
15359,5036.214818217674
15360,4547.843996622605
15361,5690.230659437937
15362,5962.03366860844
15363,6646.5159563730995
15364,5138.267588866314
15365,4488.043439069231
15366,4697.793971921114
15367,7623.500699605815
15368,4883.461540911261
15369,5696.267116308857
15370,6478.419473939524
15371,3517.9992203634947
15372,4766.41858725492
15373,6162.610066256784
15374,5688.152263889004
15375,5512.9626232343835
15376,5944.887346187998
15377,5685.302104884364
15378,4979.102768248686
15379,6018.3371407353625
15380,7392.107791805711
15381,5959.978037796251
15382,5758.668904177298
15383,7355.2081997745445
15384,5267.0763962547235
15385,4321.915456171855
15386,4157.0977441460545
15387,4358.385108066901
15388,6771.237751879369
15389,6148.650898248108
15390,8403.299952851135
15391,6403.708519562375
15392,7293.7503755003345
15393,5852.828330123424
15394,5989.769485582818
15395,5441.117127994483
15396,6729.614287884257
15397,6886.656448298643
15398,5545.2230101533605
15399,5339.642192359217
15400,4897.845801632024
15401,6105.314442893079
15402,6250.936319978893
15403,6029.648747691999
15404,7224.509314902043
15405,7399.516240760397
15406,8172.394828974115
15407,5698.6782247095125
15408,7612.4155201511385
15409,5772.439513880523
15410,5979.021632672711
15411,8274.011069298489
15412,6614.183120879479
15413,6765.544096217283
15414,5729.084800944027
15415,5960.067660299573
15416,6866.361220837669
15417,5834.020619842486
15418,7632.718849856261
15419,4397.548819283131
15420,4151.88722225709
15421,6238.030229296979
15422,3868.236094947467
15423,6510.635536401209
15424,6497.562817248696
15425,6974.810130732838
15426,3900.254523387882
15427,7551.757109752285
15428,6442.881079076851
15429,7453.6717021175755
15430,6675.676285837624
15431,5199.540247860327
15432,5246.854142456426
15433,4647.274081063803
15434,8408.285023477136
15435,4210.4254258251585
15436,4810.165539731017
15437,5085.882040464636
15438,5542.49163832706
15439,7280.808040293385
15440,5326.831008791955
15441,6397.940718280734
15442,5433.718073163965
15443,4669.2889400055265
15444,5657.4926688473915
15445,3546.720795924758
15446,6602.094592266889
15447,6562.46869189698
15448,7993.886584148118
15449,8229.89394796803
15450,7125.94790604871
15451,5204.362500886037
15452,4567.121390200975
15453,7496.162101348553
15454,6578.715268574642
15455,8291.342307776486
15456,6263.146497231803
15457,6252.828735755807
15458,5673.0824404161385
15459,6181.096875109022
15460,5839.993675255477
15461,5135.124680668668
15462,5178.781698385086
15463,6745.496349014995
15464,6259.0537614895475
15465,6675.5519529428675
15466,7275.336054636176
15467,7419.999803869367
15468,3529.2448314776384
15469,2586.5076790940284
15470,7535.039395112111
15471,7420.809577775892
15472,6568.578795817593
15473,5276.246194503691
15474,6705.0110261448335
15475,5031.337720135012
15476,5071.440983307462
15477,5660.850762072363
15478,4593.776525855981
15479,7237.142878269362
15480,6626.53514336451
15481,6459.492703325552
15482,6350.04563682857
15483,6772.0965307809165
15484,6336.697663928633
15485,7525.274392378877
15486,6197.334565621672
15487,7804.331172172788
15488,7176.684826761491
15489,5360.907164060058
15490,6282.147520048096
15491,6595.6355412118155
15492,5160.727072640915
15493,7353.3316010594135
15494,6435.913114728144
15495,6962.560964089742
15496,6881.014480650894
15497,4708.755506607301
15498,6716.233294928523
15499,6368.803223091367
15500,7490.000045315826
15501,5583.795040636252
15502,7655.511243523555
15503,7532.711351427968
15504,6826.240049655778
15505,6223.0868282092215
15506,4554.612082717982
15507,4663.998393326361
15508,6087.032385261886
15509,3986.34731764919
15510,5118.3299764049025
15511,6250.634429232006
15512,5351.223241075477
15513,6797.560321508059
15514,7985.669880480371
15515,6570.591672229162
15516,5128.156018529768
15517,7751.403661289656
15518,7082.901685332279
15519,7110.651401021536
15520,5701.776239882956
15521,6470.749324043252
15522,6431.285441013297
15523,6560.705952498009
15524,7173.802270593296
15525,5288.396263702165
15526,5472.78720636106
15527,4380.842888867806
15528,4300.297345232413
15529,7373.096372064392
15530,6652.224903710849
15531,6670.81421301463
15532,7130.2724681993095
15533,4647.689816408737
15534,7943.425731377103
15535,4040.384442773069
15536,6399.2483853688445
15537,5469.296030448531
15538,6651.199052922053
15539,7448.477739382444
15540,6129.313260857431
15541,6329.959635761723
15542,7081.04552382431
15543,7129.1135186179345
15544,4693.501131395586
15545,4987.724142624582
15546,7658.197668190447
15547,5478.952149105727
15548,5937.546901430715
15549,7140.195962460079
15550,6712.159302364156
15551,7117.355244608836
15552,6371.2721333755435
15553,4391.529464742331
15554,5587.807111292536
15555,6025.653001402763
15556,6705.217887783343
15557,7115.486976156866
15558,4111.0961174340355
15559,5505.113062962188
15560,7785.054193801248
15561,5656.110227186251
15562,7598.97981304058
15563,6761.10521665285
15564,4404.295350243785
15565,6340.077465577295
15566,6640.724681590011
15567,6587.8462654848445
15568,3294.6528691608755
15569,4265.220961067507
15570,5176.787375649712
15571,5130.581185237357
15572,4087.945974872522
15573,5876.236213505421
15574,6115.398014818191
15575,6385.013800749644
15576,4359.783571472272
15577,5892.874575271484
15578,6512.409890617488
15579,3244.630680368912
15580,7656.896710425097
15581,7414.9549370353525
15582,6602.602304362899
15583,3127.5319959754715
15584,5332.776374326084
15585,4119.575947869563
15586,6270.128950954115
15587,8051.518443172074
15588,6449.477794998707
15589,5707.937649583918
15590,5101.400996583152
15591,5943.088144777304
15592,7876.779991777319
15593,7189.367329096924
15594,6830.65688452525
15595,4503.268381748674
15596,4911.742845391315
15597,5048.274508813718
15598,5285.607823095841
15599,5641.376956084908
15600,5693.365286052358
15601,6009.51424276308
15602,7695.279961405271
15603,4909.251143024277
15604,7334.525462600894
15605,6610.933142317452
15606,7528.422535718997
15607,5815.386930821761
15608,6847.142221020382
15609,7425.3091154321555
15610,6579.829586008636
15611,4511.396598559161
15612,4864.854610484552
15613,6446.313343572889
15614,4605.445563147407
15615,6373.938590499154
15616,6028.488714004376
15617,5318.526031018638
15618,6396.24763236883
15619,6850.414519643335
15620,5065.953928515497
15621,4313.3303810259495
15622,4357.14340074601
15623,5502.688045228084
15624,5314.516431680748
15625,4230.270733603917
15626,7457.032502080154
15627,5510.706531694648
15628,5642.443164258214
15629,5672.395625964201
15630,5194.738973833482
15631,5870.227899249205
15632,5824.019864244363
15633,4974.839286171409
15634,6965.613421046621
15635,5326.826067336062
15636,7448.496863742352
15637,5662.326955121089
15638,5458.965063088821
15639,4254.449280737526
15640,5538.315150212236
15641,7130.059394658059
15642,6526.87891006149
15643,4577.184875684314
15644,6138.46546202213
15645,5476.740109106047
15646,5455.7710405916505
15647,8084.428214181553
15648,5798.837683618603
15649,6771.679056807141
15650,8102.954710448623
15651,5600.516063485992
15652,8131.867613418763
15653,4952.270939902459
15654,6741.183508986873
15655,4831.442325798424
15656,7144.606711344979
15657,5326.768292753641
