id,yield
15289,4355.240896020343
15290,5972.4501841422125
15291,7255.149075118922
15292,4903.43993018102
15293,3770.4774407788836
15294,4983.492544064925
15295,7181.281316951195
15296,6243.776779899075
15297,8374.277991981038
15298,4338.229586328205
15299,5883.976731439313
15300,5947.085072578426
15301,5587.673851570956
15302,5587.559650217188
15303,5052.788201148002
15304,4933.297503065839
15305,4818.302350201746
15306,6307.011002153603
15307,5081.578733510162
15308,5765.199145885063
15309,6066.860148173467
15310,7598.830948630625
15311,5000.360087886113
15312,5281.265441052731
15313,6286.701119123658
15314,5133.957378399361
15315,4605.699329031818
15316,7933.409293445661
15317,5706.593705653685
15318,7852.9649108648
15319,8068.587412948255
15320,6953.413932111304
15321,6576.224337493476
15322,2559.066840653627
15323,5897.526486861197
15324,2645.88623024789
15325,7048.655998606636
15326,6142.502064647638
15327,4226.750432485508
15328,7821.856293007465
15329,7613.9349316163
15330,5240.7881089728535
15331,5905.908171166636
15332,6830.314345664944
15333,6391.205589477346
15334,5579.1553503317855
15335,7932.579956743316
15336,4201.311183903567
15337,7655.6626404326225
15338,6047.965582214197
15339,5417.461108604387
15340,6677.483220523888
15341,5698.947055577216
15342,5240.515072514618
15343,6535.927234221327
15344,6037.7265467901925
15345,4458.937897361387
15346,6062.289825012259
15347,6087.307496153134
15348,4809.844660836544
15349,6462.045062440068
15350,4708.366349123126
15351,6270.608631930905
15352,5902.622496323839
15353,6933.176120211615
15354,4418.499344140847
15355,4559.618149241244
15356,6014.589876073759
15357,6149.227170830419
15358,6948.375113897094
15359,5018.769903907537
15360,4376.861710343108
15361,5699.288318954895
15362,5987.784991448788
15363,6799.694573796703
15364,4971.452022854882
15365,4510.219896645723
15366,4804.234303844199
15367,7665.58359095007
15368,5022.599247163554
15369,5901.718464412162
15370,6368.172546799833
15371,3365.925046123596
15372,4924.769869948822
15373,6162.71852047137
15374,5636.099762843291
15375,5560.1923278412805
15376,5834.697678873799
15377,5697.237154802205
15378,4714.87095992316
15379,6095.227885694594
15380,7376.138068427702
15381,6135.645165134609
15382,5932.972093596428
15383,7219.847590412078
15384,5280.889539202845
15385,4119.154738901075
15386,4272.995605005065
15387,4441.39719894497
15388,6798.666360900984
15389,6101.642980941711
15390,8322.538355870027
15391,6477.757404908743
15392,7278.492027009993
15393,5749.727586096985
15394,6050.862057415753
15395,5618.392987308638
15396,6769.398111351674
15397,6937.08852025581
15398,5702.666516909198
15399,5412.672891078758
15400,4907.475564742323
15401,6164.61106853644
15402,6097.372261030846
15403,6161.441847792833
15404,7280.905512635233
15405,7522.95628187208
15406,8239.984331296768
15407,5668.949423886915
15408,7590.1178980748
15409,5684.2590554859435
15410,5919.573229644607
15411,8190.38961285891
15412,6627.6270029369
15413,6651.015271778847
15414,5767.877409664121
15415,6039.129663206196
15416,6948.854543212502
15417,5875.110464781162
15418,7700.504298429546
15419,4491.4379996840635
15420,4213.965159258597
15421,6319.104753876645
15422,3690.3514260079064
15423,6801.248966362488
15424,6487.433171659978
15425,6979.90120875055
15426,3892.855377038325
15427,7569.208891732228
15428,6388.861305177057
15429,7348.271643681986
15430,6511.849246196379
15431,5215.347632696805
15432,5318.155817694176
15433,4772.751984142377
15434,8330.80784771989
15435,4114.614747597218
15436,4778.817255662108
15437,5050.269737081634
15438,5592.143860868407
15439,7324.956957241521
15440,5374.680782375227
15441,6437.403208544535
15442,5351.047549856908
15443,4806.329140963508
15444,5689.009588779197
15445,3691.005998644002
15446,6501.228322123497
15447,6623.467138179337
15448,8149.881517164685
15449,8164.446695964088
15450,7256.564576695596
15451,5370.142852850358
15452,4514.5068087791105
15453,7365.4151080094225
15454,6549.049151865195
15455,8230.559459595119
