id,yield
15289,4351.66450720389
15290,6102.045434888612
15291,7248.094582259297
15292,5025.140565146391
15293,3681.476135759647
15294,4994.387839360148
15295,7243.679779667682
15296,6362.356082576533
15297,8373.620763035358
15298,4297.0345804705585
15299,5842.55799367339
15300,5928.355828311513
15301,5611.008623673918
15302,5720.182240721414
15303,5072.224930350308
15304,4805.126002322022
15305,4843.290889268336
15306,6259.928764677288
15307,4941.6762544211615
15308,5870.4546027974475
15309,6124.263713792925
15310,7561.218273480863
15311,4658.532374775472
15312,5186.116561023855
15313,6455.2367675825935
15314,5119.552462369529
15315,4591.361536293816
15316,8003.165977189887
15317,5721.4409722326
15318,7843.094549177127
15319,8133.21108325501
15320,7018.177187837098
15321,6585.21074880147
15322,2748.0043861063805
15323,5867.027646652921
15324,2634.6696652191376
15325,7163.985365947568
15326,6155.694305258454
15327,4232.883440153244
15328,7795.352142119646
15329,7764.413506672809
15330,5028.3950244926145
15331,5740.8988531850155
15332,6904.40858541208
15333,6354.575977688086
15334,5636.256205577186
15335,8085.23785192084
15336,4213.030882088515
15337,7512.603558695539
15338,6093.552049299304
15339,5590.696753256416
15340,6684.5041603929985
15341,5758.267426860827
15342,5406.135372959774
15343,6637.300679524116
15344,6047.273560792866
15345,4546.727764759897
15346,6092.793878683113
15347,6336.911624991933
15348,4714.360959380061
15349,6486.355843332005
15350,4692.511430710185
15351,6048.140404818927
15352,5794.744642037079
15353,6880.7025700620925
15354,4371.285259323939
15355,4510.713030176532
15356,6110.563780374901
15357,6259.765593367939
15358,6996.142302422117
15359,5020.54019306944
15360,4552.647720481114
15361,5678.459588694991
15362,5973.94382720514
15363,6619.966276307821
15364,5144.672242234181
15365,4493.315550922188
15366,4698.839780821759
15367,7615.9348531167525
15368,4885.4995774372255
15369,5775.062508103572
15370,6437.829875328531
15371,3497.750444850549
15372,4781.535572137542
15373,6183.1872421366825
15374,5704.612460555074
15375,5500.5757992699055
15376,5929.558034320011
15377,5695.94550145375
15378,4910.7451373311305
15379,6012.448686431088
15380,7377.297370213695
15381,6003.610839156192
15382,5813.863526282458
15383,7362.669004483536
15384,5210.135132268019
15385,4343.005839720682
15386,4273.959172302007
15387,4369.182833793336
15388,6767.213407348872
15389,6150.051487466051
15390,8364.769701470454
15391,6373.539883803625
15392,7264.5996387445175
15393,5852.464418484184
15394,6036.135697938113
15395,5462.674850244154
15396,6767.547863806416
15397,6872.842752507489
15398,5523.442734213997
15399,5418.50098641699
15400,4856.532546368833
15401,6131.2044762756195
15402,6215.598541873508
15403,6047.431791471152
15404,7209.258879586638
15405,7494.908383072163
15406,8208.548582369576
15407,5728.899107203768
15408,7584.326190817292
15409,5813.728547108803
15410,5951.59307458754
15411,8285.325745581065
15412,6645.977200721931
15413,6724.328136915989
15414,5709.507849051211
15415,5956.162135248264
15416,6889.891663718208
15417,5773.512161862928
15418,7606.70741415673
15419,4391.80168601132
15420,4142.306438306441
15421,6278.370612319342
15422,3812.8018833523283
15423,6561.575865406565
15424,6460.569288062194
15425,6967.884314037881
15426,3869.950779169504
