Id,SalePrice
1461,186761.65036651446
1462,186761.65036651446
1463,180430.06429997564
1464,180430.06429997564
1465,170932.68520016744
1466,180430.06429997564
1467,186761.65036651446
1468,180430.06429997564
1469,186761.65036651446
1470,186761.65036651446
1471,170932.68520016744
1472,164601.09913362862
1473,164601.09913362862
1474,164601.09913362862
1475,170932.68520016744
1476,180430.06429997564
1477,186761.65036651446
1478,186761.65036651446
1479,186761.65036651446
1480,186761.65036651446
1481,180430.06429997564
1482,170932.68520016744
1483,186761.65036651446
1484,170932.68520016744
1485,177264.27126670626
1486,180430.06429997564
1487,180430.06429997564
1488,186761.65036651446
1489,186761.65036651446
1490,186761.65036651446
1491,180430.06429997564
1492,185178.75384987975
1493,186761.65036651446
1494,180430.06429997564
1495,180430.06429997564
1496,170932.68520016744
1497,164601.09913362862
1498,164601.09913362862
1499,164601.09913362862
1500,164601.09913362862
1501,164601.09913362862
1502,164601.09913362862
1503,186761.65036651446
1504,180430.06429997564
1505,186761.65036651446
1506,186761.65036651446
1507,180430.06429997564
1508,182012.96081661034
1509,180430.06429997564
1510,186761.65036651446
1511,186761.65036651446
1512,186761.65036651446
1513,177264.27126670626
1514,175681.37475007155
1515,182012.96081661034
1516,182012.96081661034
1517,176472.8230083889
1518,175681.37475007155
1519,186761.65036651446
1520,186761.65036651446
1521,186761.65036651446
1522,186761.65036651446
1523,182012.96081661034
1524,186761.65036651446
1525,186761.65036651446
1526,159852.4095837245
1527,185178.75384987975
1528,182012.96081661034
1529,186761.65036651446
1530,186761.65036651446
1531,182012.96081661034
1532,185178.75384987975
1533,186761.65036651446
1534,182804.4090749277
1535,182012.96081661034
1536,182012.96081661034
1537,185178.75384987975
1538,178847.16778334096
1539,178847.16778334096
1540,159852.4095837245
1541,178847.16778334096
1542,182012.96081661034
1543,178055.7195250236
1544,185178.75384987975
1545,182012.96081661034
1546,182012.96081661034
1547,182012.96081661034
1548,182012.96081661034
1549,182012.96081661034
1550,182012.96081661034
1551,185178.75384987975
1552,182012.96081661034
1553,178847.16778334096
1554,178847.16778334096
1555,186761.65036651446
1556,182012.96081661034
1557,159852.4095837245
1558,182012.96081661034
1559,178847.16778334096
1560,159852.4095837245
1561,175681.37475007155
1562,186761.65036651446
1563,186761.65036651446
1564,175681.37475007155
1565,180430.06429997564
1566,186761.65036651446
1567,185178.75384987975
1568,180430.06429997564
1569,182012.96081661034
1570,186761.65036651446
1571,182012.96081661034
1572,186761.65036651446
1573,186761.65036651446
1574,186761.65036651446
1575,186761.65036651446
1576,180430.06429997564
1577,186761.65036651446
1578,182012.96081661034
1579,176472.8230083889
1580,180430.06429997564
1581,186761.65036651446
1582,186761.65036651446
1583,186761.65036651446
1584,180430.06429997564
1585,170932.68520016744
1586,185178.75384987975
1587,186761.65036651446
1588,186761.65036651446
1589,182012.96081661034
1590,177264.27126670626
1591,186761.65036651446
1592,185178.75384987975
1593,185178.75384987975
1594,175681.37475007155
1595,182012.96081661034
1596,182012.96081661034
1597,175681.37475007155
1598,177264.27126670626
1599,170932.68520016744
1600,170932.68520016744
1601,185178.75384987975
1602,182012.96081661034
1603,185178.75384987975
1604,170932.68520016744
1605,180430.06429997564
1606,177264.27126670626
1607,175681.37475007155
1608,186761.65036651446
1609,186761.65036651446
1610,180430.06429997564
1611,186761.65036651446
1612,186761.65036651446
1613,186761.65036651446
1614,170932.68520016744
1615,164601.09913362862
1616,164601.09913362862
1617,164601.09913362862
1618,186761.65036651446
1619,186761.65036651446
1620,175681.37475007155
1621,180430.06429997564
1622,182012.96081661034
1623,186761.65036651446
1624,180430.06429997564
1625,186761.65036651446
1626,186761.65036651446
